PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,SEASON,NUM_YRS,TARGET_4UP
Cedric Henderson,CLE,23,82,47,35,2528.8,832,48.0,0.0,71.6,71,254,325,168,165,96,45,238,0,0,119,1997-98,5,1
Danny Fortson,DEN,22,80,11,69,1813.4,816,45.2,33.3,77.6,182,266,448,76,157,44,30,314,7,0,-412,1997-98,10,1
Maurice Taylor,LAC,21,71,16,55,1511.5,815,47.6,0.0,70.9,118,178,296,53,107,34,40,222,3,0,-255,1997-98,9,1
Bobby Jackson,DEN,25,68,8,60,2044.7,790,39.2,25.9,81.4,78,224,302,317,184,105,11,160,5,0,-491,1997-98,12,1
Derek Anderson,CLE,23,66,40,26,1837.2,770,40.8,20.2,87.3,55,132,187,227,128,86,13,136,1,0,109,1997-98,11,1
Brevin Knight,CLE,22,80,45,35,2484.0,723,44.1,0.0,80.1,67,186,253,656,194,196,18,271,12,0,296,1997-98,12,1
Antonio Daniels,VAN,23,74,17,57,1952.8,579,41.6,21.2,65.9,22,121,143,334,164,55,10,88,4,0,-497,1997-98,13,1
Anthony Johnson,SAC,23,77,25,52,2261.7,574,37.1,32.8,72.7,51,120,171,329,120,64,6,188,1,0,-353,1997-98,13,1
Tony Battie,DEN,22,65,8,57,1504.9,544,44.6,21.4,70.2,138,213,351,60,98,54,69,199,4,0,-476,1997-98,14,1
Eric Washington,DEN,24,66,7,59,1534.9,511,40.4,32.1,78.3,47,80,127,78,72,53,25,143,0,0,-522,1997-98,2,0
Lawrence Funderburke,SAC,27,52,11,41,1096.0,493,49.0,14.3,67.9,80,154,234,63,62,19,15,56,2,0,-134,1997-98,7,1
Tracy McGrady,TOR,19,64,13,51,1179.4,451,45.0,34.1,71.2,105,164,269,98,66,49,61,86,3,0,-232,1997-98,15,1
David Benoit,ORL,30,77,41,36,1123.7,420,37.3,32.4,82.4,60,143,203,25,52,35,20,157,0,0,5,1997-98,2,0
Chuck Person,SAS,34,61,42,19,1451.9,409,35.9,34.4,75.7,17,187,204,86,67,29,10,121,0,0,131,1997-98,3,0
J.R. Reid,CHH,30,79,49,30,1110.0,384,45.9,37.5,73.0,72,138,210,51,65,35,19,172,0,0,22,1997-98,4,0
Tariq Abdul-Wahad,SAC,23,59,17,42,960.6,376,40.3,21.1,67.2,44,72,116,51,65,35,13,81,0,0,-130,1997-98,6,1
Michael Stewart,SAC,23,81,26,55,1761.2,375,48.0,0.0,45.8,197,339,536,61,85,29,195,251,1,0,-149,1997-98,8,1
Rodrick Rhodes,HOU,24,58,29,29,1072.5,337,36.7,25.0,61.7,28,42,70,110,97,62,10,125,0,0,-79,1997-98,3,0
Alvin Williams,TOR,23,54,24,30,1067.5,324,44.3,32.1,72.2,24,57,81,103,58,38,3,79,0,0,-5,1997-98,9,1
Terry Davis,WAS,31,74,39,35,1708.7,323,49.6,0.0,58.0,209,271,480,30,56,41,24,193,5,0,-72,1997-98,3,0
Kelvin Cato,POR,23,74,41,33,1010.0,282,42.8,0.0,68.8,91,161,252,23,44,29,94,164,1,0,-63,1997-98,10,1
Jerald Honeycutt,MIL,23,38,15,23,529.6,245,40.7,37.7,62.1,27,66,93,33,49,20,6,83,0,0,18,1997-98,2,0
Chris Anstey,DAL,23,41,10,31,678.7,240,39.8,18.8,71.6,53,104,157,35,41,31,27,95,1,0,-116,1997-98,3,0
Keith Closs,LAC,22,58,12,46,740.9,232,44.9,0.0,59.7,63,105,168,19,38,12,81,73,0,0,-108,1997-98,3,0
Ed Gray,ATL,22,30,19,11,471.5,227,38.1,39.1,84.6,9,36,45,34,30,15,11,73,0,0,-75,1997-98,2,0
Ledell Eackles,WAS,31,42,21,21,546.8,218,42.9,34.8,88.1,25,50,75,16,29,17,0,43,0,0,29,1997-98,1,0
Corey Beck,CHH,27,59,37,22,737.5,191,45.9,50.0,72.9,27,63,90,98,70,33,7,100,0,0,3,1997-98,2,0
Mario Bennett,LAL,24,45,35,10,354.5,177,59.3,50.0,36.4,60,66,126,18,21,19,11,61,4,0,16,1997-98,3,0
Adonal Foyle,GSW,23,55,9,46,657.4,165,40.6,0.0,43.5,73,111,184,14,50,13,52,94,0,0,-168,1997-98,12,1
Harold Ellis,DEN,27,27,2,25,342.3,164,55.9,0.0,63.5,27,23,50,18,19,19,4,53,0,0,-45,1997-98,1,0
Rick Brunson,POR,26,38,21,17,620.1,162,34.8,36.1,67.7,14,42,56,100,52,25,3,55,1,0,-22,1997-98,9,1
John Thomas,TOR,22,54,17,37,533.4,151,48.7,0.0,75.9,48,58,106,17,46,22,12,97,0,0,1,1997-98,5,1
Chris Crawford,ATL,23,40,24,16,255.7,150,41.8,33.3,83.8,20,21,41,9,18,12,7,27,0,0,-51,1997-98,7,1
Eric Riley,DAL,28,39,10,29,542.6,139,41.5,0.0,75.0,43,90,133,22,37,15,46,80,0,0,-57,1997-98,2,0
Jacque Vaughn,UTA,23,45,35,10,418.2,139,36.1,37.5,70.6,4,34,38,84,56,9,1,63,0,0,29,1997-98,12,1
Travis Williams,CHH,29,39,23,16,366.6,136,47.1,0.0,52.2,53,39,92,20,30,18,5,55,0,0,-37,1997-98,2,0
Bubba Wells,DAL,23,39,7,32,388.5,128,41.4,16.7,72.1,22,46,68,34,31,15,4,40,0,0,-95,1997-98,1,0
Kevin Ollie,ORL,25,35,13,22,427.3,123,37.8,0.0,70.0,9,30,39,65,44,13,0,31,0,0,-28,1997-98,13,1
Charles Smith,LAC,22,34,15,19,292.3,119,39.2,31.9,54.5,13,14,27,21,27,12,6,24,0,0,-36,1997-98,6,1
Marko Milic,PHX,21,33,24,9,160.9,92,60.9,50.0,64.7,10,15,25,12,21,10,0,17,0,0,24,1997-98,2,0
Scot Pollard,DET,23,33,16,17,316.4,89,50.0,0.0,82.6,34,40,74,9,12,8,10,48,0,0,-8,1997-98,11,1
Austin Croshere,IND,23,26,21,5,243.5,76,37.2,30.8,57.1,10,35,45,8,13,9,5,32,0,0,-10,1997-98,12,1
Anthony Bowie,NYK,34,27,11,16,221.5,75,53.3,60.0,88.9,9,17,26,11,8,6,2,25,0,0,-29,1997-98,1,0
Anthony Parker,PHI,23,37,18,19,195.0,72,39.7,32.1,65.0,8,18,26,19,11,11,3,17,0,0,-28,1997-98,9,1
Kiwane Garris,DEN,23,28,0,28,223.2,68,33.8,35.7,76.0,3,16,19,28,15,7,1,22,0,0,-61,1997-98,2,0
Tony Farmer,CHH,28,27,16,11,168.6,67,32.1,22.2,79.5,16,16,32,5,9,10,4,23,0,0,-17,1997-98,2,0
Charles O'Bannon,DET,23,30,18,12,233.2,64,37.7,0.0,80.0,14,19,33,17,9,9,1,15,0,0,16,1997-98,2,0
Micheal Williams,MIN,31,25,15,10,161.2,64,33.3,0.0,97.0,2,12,14,32,16,9,2,24,0,0,-2,1997-98,2,0
God Shammgod,WAS,22,20,8,12,145.7,61,32.8,0.0,76.7,2,5,7,36,21,7,1,27,0,0,-12,1997-98,1,0
James Collins,LAC,24,23,2,21,101.2,59,38.2,45.0,57.1,7,7,14,3,8,6,3,12,0,0,-14,1997-98,1,0
DeJuan Wheat,MIN,24,34,17,17,147.6,57,40.0,47.1,60.0,3,8,11,25,9,6,1,12,0,0,-3,1997-98,2,0
Drew Barry,ATL,25,27,16,11,256.0,56,47.4,42.9,84.6,5,30,35,49,30,10,1,28,0,0,67,1997-98,3,0
Chris Garner,TOR,23,38,7,31,287.3,53,32.9,28.6,42.9,7,17,24,45,25,21,4,50,0,0,-95,1997-98,2,0
Rusty LaRue,CHI,24,14,10,4,138.7,49,40.8,25.0,62.5,1,7,8,5,6,3,1,12,0,0,33,1997-98,5,1
Dontae' Jones,BOS,23,15,7,8,92.1,44,33.3,26.1,0.0,3,6,9,5,11,2,3,12,0,0,-2,1997-98,1,0
Kebu Stewart,PHI,24,15,6,9,111.8,40,46.2,0.0,64.0,9,22,31,2,8,5,2,13,0,0,25,1997-98,1,0
Mark Pope,IND,25,28,22,6,190.0,39,34.1,33.3,58.8,9,17,26,7,10,3,6,36,0,0,-15,1997-98,6,1
Johnny Taylor,ORL,24,12,4,8,106.8,38,35.1,50.0,68.8,4,9,13,1,8,3,2,22,0,0,8,1997-98,3,0
Gerald Madkins,GSW,29,19,4,15,242.3,37,38.2,40.0,71.4,2,13,15,45,13,13,1,18,0,0,-14,1997-98,1,0
Steve Henson,DET,30,23,9,14,56.8,36,50.0,37.5,100.0,0,2,2,4,6,1,0,9,0,0,11,1997-98,2,0
Bill Curley,MIN,26,11,8,3,146.0,34,48.5,0.0,66.7,11,17,28,4,3,3,1,28,0,0,13,1997-98,4,0
Jason Lawson,ORL,23,17,6,11,78.5,26,60.0,0.0,80.0,8,19,27,5,2,4,4,14,0,0,15,1997-98,1,0
James Cotton,SEA,22,9,7,2,34.4,24,38.1,0.0,88.9,2,4,6,0,6,1,1,3,0,0,-31,1997-98,2,0
Jeff Nordgaard,MIL,25,13,6,7,48.6,18,27.8,0.0,88.9,4,10,14,3,3,2,0,7,0,0,5,1997-98,1,0
Larry Robinson,VAN,30,6,1,5,40.1,17,31.6,50.0,100.0,2,10,12,1,2,4,0,0,0,0,-9,1997-98,3,0
Brian Oliver,ATL,30,5,5,0,60.8,15,36.8,0.0,25.0,3,6,9,2,1,1,0,4,0,0,0,1997-98,1,0
Derek Grimm,SAC,23,9,2,7,33.3,14,28.6,33.3,100.0,0,4,4,0,3,3,1,6,0,0,-11,1997-98,1,0
Pete Myers,NYK,34,9,5,4,39.1,14,50.0,0.0,66.7,5,5,10,3,4,4,0,7,0,0,-1,1997-98,1,0
Spud Webb,ORL,34,4,2,2,34.2,12,41.7,0.0,100.0,2,1,3,5,7,1,0,6,0,0,-13,1997-98,1,0
Troy Hudson,UTA,22,8,4,4,23.6,12,42.9,0.0,0.0,1,1,2,4,1,2,0,1,0,0,-4,1997-98,11,1
Keith Booth,CHI,23,6,4,2,17.1,10,33.3,0.0,100.0,2,2,4,1,3,0,0,3,0,0,-4,1997-98,2,0
Tim Breaux,MIL,27,6,4,2,28.8,10,36.4,33.3,50.0,0,2,2,2,1,2,1,1,0,0,0,1997-98,1,0
William Cunningham,PHI,24,7,6,1,39.1,8,44.4,0.0,0.0,4,6,10,1,0,2,0,10,0,0,15,1997-98,2,0
Reggie Hanson,BOS,29,8,5,3,23.6,6,50.0,0.0,0.0,3,3,6,1,3,2,1,8,0,0,1,1997-98,1,0
Shea Seals,LAL,22,4,3,1,8.1,4,12.5,0.0,50.0,3,1,4,0,0,1,0,1,0,0,-4,1997-98,1,0
Ed Stokes,TOR,26,4,0,4,17.5,3,33.3,0.0,50.0,1,3,4,1,2,1,2,4,0,0,-17,1997-98,1,0
Bob McCann,TOR,34,1,0,1,5.0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,-3,1997-98,1,0
Etdrick Bohannon,IND,25,5,5,0,10.6,0,0.0,0.0,0.0,2,4,6,1,3,0,2,3,0,0,-3,1997-98,4,0
Michael McDonald,CHH,29,1,1,0,4.3,0,0.0,0.0,0.0,1,0,1,0,2,0,0,1,0,0,-6,1997-98,1,0
Sean Higgins,POR,29,2,1,1,12.5,0,0.0,0.0,0.0,0,0,0,0,1,2,0,3,0,0,-14,1997-98,1,0
Michael Jordan,CHI,34,82,69,13,3108.8,2431,48.6,37.4,83.3,113,369,482,352,166,140,44,156,9,1,820,1996-97,4,0
Karl Malone,UTA,33,82,64,18,2997.7,2249,55.0,0.0,75.5,193,616,809,368,233,113,48,216,43,1,767,1996-97,8,1
Mitch Richmond,SAC,32,81,34,47,3124.8,2095,45.4,42.8,86.1,59,260,319,338,237,118,24,206,4,1,-153,1996-97,6,1
Latrell Sprewell,GSW,26,80,29,51,3349.8,1938,44.9,35.4,84.3,58,308,366,507,322,133,45,153,15,1,-216,1996-97,9,1
Hakeem Olajuwon,HOU,34,78,54,24,2850.7,1810,51.0,31.3,78.7,173,543,716,236,281,117,173,249,28,1,382,1996-97,6,1
Kendall Gill,NJN,29,82,26,56,3200.2,1789,44.3,33.6,79.7,183,316,499,326,218,154,46,225,9,0,-184,1996-97,9,1
Allen Iverson,PHI,22,76,20,56,3041.4,1787,41.6,34.1,70.2,115,197,312,567,337,157,24,233,19,0,-438,1996-97,14,1
Gary Payton,SEA,28,82,57,25,3214.4,1785,47.6,31.3,71.5,106,272,378,583,215,197,13,208,19,2,625,1996-97,11,1
Reggie Miller,IND,31,81,38,43,2967.3,1751,44.4,42.7,88.0,53,233,286,273,166,75,25,172,1,0,97,1996-97,9,1
Grant Hill,DET,24,80,52,28,3146.9,1710,49.6,30.3,71.1,123,598,721,583,259,145,48,186,36,13,410,1996-97,16,1
Glenn Robinson,MIL,24,80,33,47,3109.6,1689,46.5,35.0,79.1,130,372,502,248,269,103,68,225,8,0,-145,1996-97,9,1
Jerry Stackhouse,PHI,22,81,22,59,3169.2,1679,40.7,29.8,76.6,156,182,338,253,316,93,63,219,1,0,-440,1996-97,17,1
Tom Gugliotta,MIN,27,81,40,41,3132.3,1672,44.2,25.8,82.0,187,515,702,335,293,130,89,237,32,0,-154,1996-97,9,1
Scottie Pippen,CHI,31,82,69,13,3093.5,1656,47.4,36.8,70.1,160,371,531,467,214,154,45,213,14,0,809,1996-97,8,1
Tim Hardaway,MIA,30,81,60,21,3139.4,1644,41.5,34.4,79.9,49,227,276,695,230,151,9,165,25,0,540,1996-97,7,1
Vin Baker,MIL,25,78,31,47,3155.6,1637,50.5,27.8,68.7,267,537,804,211,245,82,112,275,45,0,-63,1996-97,10,1
Damon Stoudamire,TOR,23,81,30,51,3313.6,1634,40.1,35.5,82.3,86,244,330,709,288,123,13,162,33,2,-212,1996-97,12,1
Juwan Howard,WAS,24,82,44,38,3318.3,1570,48.6,0.0,75.6,202,450,652,311,246,94,23,259,24,0,81,1996-97,17,1
Terrell Brandon,CLE,27,78,40,38,2866.7,1519,43.8,37.3,90.2,48,253,301,490,178,139,30,177,8,0,130,1996-97,6,1
Shawn Kemp,SEA,27,81,56,25,2753.4,1516,51.0,36.4,74.2,275,532,807,155,280,125,81,320,44,0,462,1996-97,7,1
Shareef Abdur-Rahim,VAN,20,80,13,67,2803.6,1494,45.3,25.9,74.6,216,339,555,175,225,79,79,199,16,1,-596,1996-97,12,1
Joe Smith,GSW,21,80,28,52,3085.9,1493,45.4,26.1,81.4,261,418,679,125,192,74,86,244,31,0,-216,1996-97,15,1
Christian Laettner,ATL,27,82,56,26,3133.7,1486,48.6,35.2,81.6,212,508,720,223,218,102,64,277,31,0,583,1996-97,9,1
Chris Webber,WAS,24,72,40,32,2808.6,1445,51.8,39.7,56.5,238,505,743,331,230,122,137,258,41,2,158,1996-97,12,1
Antoine Walker,BOS,20,82,15,67,2971.8,1437,42.6,32.7,63.1,288,453,741,262,230,105,53,271,33,2,-556,1996-97,12,1
Kenny Anderson,POR,26,82,49,33,3081.5,1436,42.7,36.1,76.8,91,272,363,584,193,162,15,222,13,0,343,1996-97,9,1
Kevin Johnson,PHX,31,70,39,31,2656.0,1410,49.6,44.1,85.2,54,199,253,653,217,102,12,141,30,2,146,1996-97,3,0
Rod Strickland,WAS,30,82,44,38,3001.9,1410,46.6,16.9,73.8,95,240,335,727,270,143,14,166,31,0,80,1996-97,9,1
Eddie Jones,LAL,25,80,54,26,3000.0,1374,43.8,39.1,81.9,90,236,326,270,169,189,49,226,1,0,262,1996-97,12,1
Dale Ellis,DEN,36,82,21,61,2942.1,1361,41.4,36.4,81.7,99,194,293,165,146,60,7,178,1,0,-490,1996-97,4,0
Mookie Blaylock,ATL,30,78,53,25,3055.7,1354,43.2,36.6,75.3,114,299,413,463,185,212,20,141,14,0,586,1996-97,6,1
Antonio McDyess,DEN,22,74,19,55,2565.1,1352,46.3,17.1,70.8,155,382,537,106,199,63,126,276,19,0,-370,1996-97,14,1
Kerry Kittles,NJN,23,82,26,56,3014.6,1347,42.6,37.7,77.1,106,213,319,249,127,158,35,165,0,0,-267,1996-97,8,1
Shaquille O'Neal,LAL,25,51,38,13,1943.0,1336,55.7,0.0,48.4,195,445,640,159,146,46,147,180,44,0,266,1996-97,15,1
Alonzo Mourning,MIA,27,66,49,17,2320.2,1310,53.4,11.1,64.2,189,467,656,104,226,56,189,272,32,0,465,1996-97,11,1
Kevin Garnett,MIN,21,77,40,37,2991.4,1309,49.9,28.6,75.4,190,428,618,236,175,105,163,199,19,0,116,1996-97,20,1
Rony Seikaly,ORL,32,74,41,33,2614.5,1277,50.7,0.0,71.4,274,427,701,92,218,49,106,275,32,0,-56,1996-97,3,0
Michael Finley,DAL,24,83,23,60,2789.2,1249,44.4,36.1,80.8,88,284,372,224,164,68,24,138,1,0,-315,1996-97,14,1
David Wesley,BOS,26,74,13,61,2992.4,1240,46.8,36.0,78.1,67,197,264,537,211,163,13,221,15,0,-407,1996-97,11,1
Jim Jackson,NJN,26,77,26,51,2829.9,1226,43.1,34.8,81.3,132,279,411,316,208,86,32,194,7,2,-441,1996-97,10,1
Clifford Robinson,POR,30,81,48,33,3078.2,1224,42.6,34.6,69.6,90,231,321,261,172,99,66,251,1,0,284,1996-97,11,1
Isaiah Rider,POR,26,76,44,32,2565.3,1223,46.4,38.5,81.2,94,210,304,198,212,45,19,199,2,0,201,1996-97,6,1
Loy Vaught,LAC,29,82,36,46,2834.3,1220,50.0,16.7,70.9,222,595,817,110,137,85,25,241,43,0,-415,1996-97,5,1
Bryant Reeves,VAN,24,75,14,61,2775.1,1213,48.6,9.1,70.4,174,436,610,160,175,29,67,270,23,0,-536,1996-97,5,1
Anfernee Hardaway,ORL,25,59,38,21,2221.8,1210,44.7,31.8,82.0,82,181,263,332,145,94,35,123,2,0,198,1996-97,11,1
Nick Van Exel,LAL,25,79,54,25,2948.1,1206,40.2,37.8,82.5,44,182,226,671,212,75,10,110,18,0,254,1996-97,10,1
LaPhonso Ellis,DEN,27,55,13,42,2003.0,1203,43.9,36.7,77.3,107,279,386,131,117,44,41,181,8,0,-195,1996-97,7,1
Walt Williams,TOR,27,73,28,45,2649.4,1199,42.7,40.0,76.5,103,264,367,197,174,97,62,282,2,0,-53,1996-97,7,1
Allan Houston,NYK,26,81,56,25,2681.3,1197,42.3,38.5,80.3,43,197,240,179,167,41,18,233,0,0,105,1996-97,9,1
Jeff Hornacek,UTA,34,82,64,18,2588.9,1191,48.3,36.9,89.9,60,181,241,361,134,124,26,188,1,0,775,1996-97,4,0
Anthony Mason,CHH,30,73,48,25,3142.2,1186,52.5,33.3,74.5,186,643,829,414,165,76,33,202,44,4,119,1996-97,6,1
John Stockton,UTA,35,82,64,18,2894.2,1183,54.8,42.2,84.6,45,183,228,860,248,166,15,194,41,0,658,1996-97,7,1
Doug Christie,TOR,27,81,29,52,3125.2,1176,41.7,38.4,77.5,85,347,432,315,200,201,45,245,7,0,-121,1996-97,11,1
Todd Day,BOS,27,81,14,67,2280.5,1176,39.8,36.2,77.3,109,221,330,117,127,108,48,208,1,0,-292,1996-97,4,0
Rick Fox,BOS,27,76,14,62,2647.3,1174,45.6,36.3,78.7,114,280,394,286,178,167,40,279,4,0,-355,1996-97,8,1
Lindsey Hunter,DET,26,82,54,28,3023.5,1166,40.4,35.5,77.8,59,174,233,154,96,129,24,206,0,0,245,1996-97,14,1
Joe Dumars,DET,34,79,53,26,2925.1,1159,44.0,43.2,86.4,38,153,191,318,128,57,1,96,0,0,321,1996-97,3,0
Elden Campbell,LAL,28,77,52,25,2513.6,1148,46.9,25.0,71.1,207,408,615,126,130,46,117,276,20,0,168,1996-97,9,1
Dominique Wilkins,SAS,37,63,14,49,1946.5,1145,41.7,29.3,80.3,169,233,402,119,135,39,31,100,10,0,-403,1996-97,2,0
Chris Mullin,GSW,33,79,27,52,2730.1,1143,55.3,41.1,86.4,75,242,317,322,192,130,33,155,3,2,-274,1996-97,5,1
Hersey Hawkins,SEA,30,82,57,25,2758.2,1139,46.4,40.3,87.5,92,228,320,250,130,159,12,146,1,0,541,1996-97,5,1
Clyde Drexler,HOU,35,62,46,16,2272.2,1114,44.2,35.5,75.0,118,255,373,354,156,121,36,151,10,3,366,1996-97,2,0
Ray Allen,MIL,21,82,33,49,2538.0,1102,43.0,39.3,82.3,97,229,326,210,149,75,10,218,0,0,-62,1996-97,18,1
Wesley Person,PHX,26,80,39,41,2330.5,1080,45.3,41.3,79.8,68,224,292,123,76,86,20,102,2,0,79,1996-97,9,1
Malik Sealy,LAC,27,80,35,45,2461.0,1079,39.6,35.6,87.6,59,179,238,165,154,124,45,185,0,0,-363,1996-97,4,0
Eric Williams,BOS,24,72,13,59,2433.4,1078,45.6,25.0,75.2,125,203,328,129,139,72,13,213,3,0,-384,1996-97,11,1
Chris Mills,CLE,27,80,41,39,3167.4,1072,45.3,39.1,84.2,118,379,497,198,120,86,41,222,8,0,219,1996-97,7,1
Rodney Rogers,LAC,26,81,35,46,2474.1,1072,46.2,36.1,66.3,137,274,411,222,221,88,61,272,4,0,-138,1996-97,9,1
Dikembe Mutombo,ATL,31,80,54,26,2976.1,1066,52.6,0.0,70.5,268,661,929,110,186,49,264,249,43,2,431,1996-97,13,1
John Starks,NYK,31,77,55,22,2045.9,1061,43.1,36.9,76.9,36,169,205,217,158,90,11,196,0,0,212,1996-97,6,1
Stephon Marbury,MIN,20,67,32,35,2322.8,1057,40.8,35.4,72.7,54,130,184,522,210,67,19,159,15,0,-156,1996-97,13,1
Anthony Peeler,VAN,27,72,12,60,2290.4,1041,39.8,37.3,82.0,54,193,247,256,157,105,17,168,1,0,-453,1996-97,9,1
Danny Manning,PHX,31,77,37,40,2137.0,1040,53.6,19.4,72.1,137,332,469,173,161,81,74,268,12,0,115,1996-97,7,1
Otis Thorpe,DET,34,79,51,28,2663.2,1035,53.2,0.0,65.4,226,396,622,133,146,59,17,298,21,0,282,1996-97,5,1
Derrick Coleman,PHI,30,57,18,39,2098.8,1032,43.5,26.9,74.5,157,416,573,193,184,50,75,164,28,0,-205,1996-97,9,1
Mahmoud Abdul-Rauf,SAC,28,75,32,43,2135.9,1031,44.5,38.2,84.6,16,106,122,189,119,56,6,172,0,0,-167,1996-97,3,0
Olden Polynice,SAC,32,82,34,48,2890.4,1025,45.7,0.0,56.2,272,500,772,178,166,46,80,296,33,0,-194,1996-97,6,1
Vlade Divac,CHH,29,81,53,28,2840.1,1024,49.4,23.4,68.3,241,484,725,301,193,103,180,277,32,1,277,1996-97,9,1
Detlef Schrempf,SEA,34,61,43,18,2192.0,1022,49.2,35.4,80.1,87,307,394,266,150,63,16,151,6,0,495,1996-97,5,1
Charles Barkley,HOU,34,53,41,12,2010.0,1016,48.4,28.3,69.4,212,504,716,248,151,69,25,153,37,1,317,1996-97,4,0
Dell Curry,CHH,33,68,43,25,2081.3,1008,45.9,42.6,80.3,40,171,211,118,93,60,14,147,0,0,54,1996-97,6,1
Clar. Weatherspoon,PHI,26,82,22,60,2950.9,1003,49.1,16.7,73.8,219,460,679,140,137,74,86,187,22,0,-493,1996-97,9,1
Larry Johnson,NYK,28,76,52,24,2612.9,976,51.2,32.4,69.3,165,228,393,174,136,65,36,249,4,0,154,1996-97,5,1
Sam Cassell,NJN,27,61,20,41,1714.2,967,43.0,35.1,84.5,47,135,182,305,168,77,19,200,7,0,-67,1996-97,12,1
Shawn Bradley,DAL,25,73,20,53,2289.0,961,44.9,0.0,65.4,221,390,611,52,134,40,248,237,31,3,-242,1996-97,9,1
Tyrone Hill,CLE,29,74,40,34,2582.1,955,60.0,0.0,63.3,259,477,736,92,147,63,30,268,34,0,243,1996-97,8,1
Rasheed Wallace,POR,22,62,37,25,1897.9,938,55.8,27.3,63.8,122,297,419,74,114,48,59,198,10,0,329,1996-97,15,1
Marcus Camby,TOR,23,63,24,39,1893.4,935,48.2,14.3,69.3,131,263,394,97,134,66,130,214,8,0,-34,1996-97,17,1
Vernon Maxwell,SAS,31,72,18,54,2072.4,929,37.5,30.9,74.4,27,132,159,153,121,87,19,168,0,0,-311,1996-97,5,1
Arvydas Sabonis,POR,32,69,43,26,1760.6,928,49.8,37.1,77.7,114,433,547,146,151,63,84,203,15,0,361,1996-97,6,1
Corliss Williamson,SAC,23,79,32,47,1985.3,915,49.8,0.0,68.9,139,187,326,124,157,60,49,259,5,0,-169,1996-97,11,1
Mario Elie,HOU,33,78,54,24,2688.2,909,49.7,42.0,89.6,60,175,235,310,135,92,12,200,2,0,343,1996-97,5,1
Rex Chapman,PHX,29,65,31,34,1836.4,898,44.3,35.0,83.2,25,156,181,182,96,52,7,108,0,0,97,1996-97,4,0
Voshon Lenard,MIA,24,73,53,20,2113.0,897,45.9,41.4,81.9,38,179,217,161,109,50,18,168,0,0,333,1996-97,10,1
Darrick Martin,LAC,26,82,36,46,1819.7,893,40.7,38.9,87.2,26,87,113,339,127,57,2,165,0,0,-110,1996-97,11,1
Chris Gatling,NJN,29,47,16,31,1280.9,891,52.5,16.7,71.7,134,236,370,28,120,39,31,138,16,0,-88,1996-97,6,1
Sam Perkins,SEA,36,81,57,24,1975.5,889,43.9,39.5,81.7,74,226,300,103,77,69,49,134,0,0,391,1996-97,5,1
Rik Smits,IND,30,52,25,27,1519.9,887,48.6,25.0,79.7,105,256,361,67,126,22,59,175,12,0,98,1996-97,4,0
Vinny Del Negro,SAS,30,72,16,56,2243.5,886,46.7,31.4,86.8,39,171,210,231,92,59,7,131,0,0,-335,1996-97,6,1
Gary Trent,POR,22,82,49,33,1918.6,882,53.6,0.0,69.9,156,272,428,87,129,48,35,186,6,0,74,1996-97,8,1
Bryon Russell,UTA,26,81,63,18,2531.5,873,47.9,40.9,70.1,79,252,331,123,94,129,27,237,3,0,681,1996-97,10,1
Danny Ferry,CLE,30,82,42,40,2631.6,870,42.9,40.1,85.1,82,255,337,151,94,56,32,245,0,0,147,1996-97,7,1
Bobby Phills,CLE,27,69,36,33,2378.2,866,42.8,39.4,71.8,63,182,245,233,135,113,21,174,1,0,109,1996-97,4,0
Charles Oakley,NYK,33,80,55,25,2869.8,864,48.8,26.3,80.8,246,535,781,221,171,111,21,305,29,0,105,1996-97,8,1
Antonio Davis,IND,28,82,39,43,2333.3,860,48.1,7.1,66.6,190,408,598,65,141,42,84,260,20,0,103,1996-97,10,1
Terry Mills,DET,29,79,52,27,1998.9,857,44.4,42.2,82.9,68,309,377,99,85,35,27,161,3,0,471,1996-97,5,1
Gerald Wilkins,ORL,33,80,44,36,2205.0,848,42.6,32.5,71.6,59,114,173,173,123,54,12,144,0,0,-212,1996-97,3,0
Horace Grant,ORL,31,67,35,32,2493.8,845,51.5,16.7,71.5,206,394,600,163,99,101,65,157,21,0,87,1996-97,8,1
Kevin Willis,HOU,34,75,51,24,1962.1,842,48.1,14.3,69.3,146,415,561,71,119,42,32,216,21,0,25,1996-97,10,1
Calbert Cheaney,WAS,25,79,42,37,2416.3,837,50.5,13.3,69.3,70,198,268,114,94,77,18,226,1,0,56,1996-97,10,1
Dale Davis,IND,28,80,39,41,2589.7,832,53.8,0.0,42.8,301,471,772,59,108,60,77,233,27,0,7,1996-97,11,1
Dennis Scott,ORL,28,66,38,28,2166.2,823,39.8,39.4,79.2,40,163,203,139,81,75,19,138,0,0,111,1996-97,4,0
Jamal Mashburn,MIA,24,69,34,35,2161.1,822,38.5,32.5,70.2,69,225,294,203,114,78,12,186,2,0,54,1996-97,8,1
Tracy Murray,WAS,25,82,44,38,1817.7,817,42.5,35.3,83.9,84,169,253,78,86,70,19,150,1,0,94,1996-97,8,1
Mark Jackson,IND,32,82,31,51,3050.5,812,42.6,37.1,78.9,91,304,395,935,274,97,12,161,34,4,-66,1996-97,8,1
